transaction_id,customer_id,date,amount,merchant_city,merchant_state,mcc,transaction_type,errors
7476174,CUST_00217,2010-01-01 08:36:00,2.46,Westminster,CA,5411,food,Insufficient Balance
7476173,CUST_00217,2010-01-01 08:36:00,2.21,Westminster,CA,5411,food,
7476175,CUST_00053,2010-01-01 08:36:00,2.47,Oakland,CA,5411,food,
7476177,CUST_00043,2010-01-01 08:36:00,25.04,ONLINE,,4121,travel,
7476178,CUST_00270,2010-01-01 08:37:00,1.73,Garland,TX,5411,food,
7476179,CUST_00225,2010-01-01 08:37:00,16.51,Almont,MI,5813,entertainment,
7476180,CUST_00126,2010-01-01 08:37:00,47.09,Wichita,KS,5499,food,
7476181,CUST_00183,2010-01-01 08:37:00,4.65,Lebanon,MO,5411,food,
7476182,CUST_00002,2010-01-01 08:37:00,2.49,Somerset,CA,5411,food,
7476183,CUST_00290,2010-01-01 08:38:00,3.72,Richmond,CA,5921,shopping,
7476184,CUST_00035,2010-01-01 08:39:00,3.39,Manteca,CA,5942,shopping,
7476185,CUST_00032,2010-01-01 08:39:00,37.36,New Braunfels,TX,7538,purchase,
7476186,CUST_00050,2010-01-01 08:40:00,44.96,Indianapolis,IN,5311,shopping,
7476187,CUST_00126,2010-01-01 08:40:00,-57.0,Wichita,KS,5499,food,
7476188,CUST_00150,2010-01-01 08:40:00,55.89,ONLINE,,4784,travel,
7476190,CUST_00179,2010-01-01 08:41:00,8.6,Hartsdale,NY,5812,food,
7476191,CUST_00055,2010-01-01 08:41:00,3.37,Winterville,NC,5814,food,
7476192,CUST_00280,2010-01-01 08:41:00,10.67,Roseville,CA,5812,food,
7476194,CUST_00222,2010-01-01 08:42:00,2.43,Deshler,OH,5411,food,
7476195,CUST_00289,2010-01-01 08:42:00,-91.0,Oklahoma City,OK,5541,fuel,
7476196,CUST_00126,2010-01-01 08:42:00,57.0,Wichita,KS,5499,food,
7476197,CUST_00028,2010-01-01 08:42:00,10.3,Tulsa,OK,5541,fuel,
7476198,CUST_00242,2010-01-01 08:42:00,6.94,Bessemer,AL,5812,food,
7476200,CUST_00139,2010-01-01 08:43:00,28.22,ONLINE,,4784,travel,
7476201,CUST_00148,2010-01-01 08:43:00,120.0,Oakland,CA,4829,utilities,
7476202,CUST_00096,2010-01-01 08:43:00,1.42,Passaic,NJ,5812,food,
7476203,CUST_00130,2010-01-01 08:43:00,243.56,Lake Hopatcong,NJ,5932,shopping,
7476204,CUST_00224,2010-01-01 08:44:00,13.44,Williston Park,NY,5812,food,
7476205,CUST_00283,2010-01-01 08:44:00,-53.0,Saint Charles,IL,5541,fuel,
7476206,CUST_00091,2010-01-01 08:45:00,43.46,ONLINE,,4784,travel,
7476207,CUST_00141,2010-01-01 08:45:00,1.23,Statesville,NC,5499,food,
7476208,CUST_00204,2010-01-01 08:45:00,100.0,Lebanon,IN,4829,utilities,
7476209,CUST_00283,2010-01-01 08:46:00,61.28,Saint Charles,IL,5541,fuel,
7476210,CUST_00191,2010-01-01 08:47:00,80.0,North Hollywood,CA,4829,utilities,
7476211,CUST_00236,2010-01-01 08:47:00,80.0,Palm Coast,FL,4829,utilities,
7476212,CUST_00255,2010-01-01 08:48:00,89.95,Brookfield,IL,7538,purchase,
7476213,CUST_00132,2010-01-01 08:48:00,7.53,Crown Point,IN,5411,food,
7476214,CUST_00148,2010-01-01 08:48:00,5.33,Honolulu,HI,5812,food,
7476215,CUST_00300,2010-01-01 08:48:00,89.95,Playa Vista,CA,5411,food,
7476216,CUST_00282,2010-01-01 08:49:00,55.3,Madison,GA,5912,utilities,
7476218,CUST_00121,2010-01-01 08:49:00,27.29,ONLINE,,4121,travel,
7476219,CUST_00006,2010-01-01 08:49:00,27.23,Portageville,MO,7538,purchase,
7476221,CUST_00200,2010-01-01 08:50:00,8.57,Daytona Beach,FL,5812,food,
7476222,CUST_00132,2010-01-01 08:50:00,60.0,Silver Spring,MD,4829,utilities,
7476223,CUST_00180,2010-01-01 08:50:00,16.63,ONLINE,,5815,food,
7476224,CUST_00234,2010-01-01 08:50:00,2.25,Seymour,IN,5812,food,
7476226,CUST_00033,2010-01-01 08:50:00,3.85,Kirkland,WA,5814,food,
7476227,CUST_00087,2010-01-01 08:50:00,3.22,Cleveland,OH,5812,food,
7476229,CUST_00249,2010-01-01 08:51:00,1.88,West Columbia,SC,5411,food,
7476231,CUST_00224,2010-01-01 08:52:00,0.52,Williston Park,NY,5814,food,
7476232,CUST_00076,2010-01-01 08:52:00,77.66,Arlington,VA,7538,purchase,
7476233,CUST_00240,2010-01-01 08:52:00,13.64,Everett,PA,5300,shopping,
7476234,CUST_00242,2010-01-01 08:52:00,94.56,ONLINE,,5311,shopping,
7476235,CUST_00204,2010-01-01 08:53:00,17.37,Seattle,WA,5499,food,
7476236,CUST_00139,2010-01-01 08:53:00,3.61,Lebanon,OR,5942,shopping,
7476237,CUST_00289,2010-01-01 08:54:00,45.18,Oklahoma City,OK,5541,fuel,
7476238,CUST_00070,2010-01-01 08:54:00,6.5,Independence,MO,5541,fuel,
7476239,CUST_00126,2010-01-01 08:55:00,2.48,Grenada,MS,5541,fuel,
7476240,CUST_00101,2010-01-01 08:55:00,53.58,Holgate,OH,7538,purchase,
7476241,CUST_00234,2010-01-01 08:55:00,3.01,Warner Robins,GA,5411,food,
7476243,CUST_00160,2010-01-01 08:56:00,68.48,Millville,NJ,4814,utilities,
7476244,CUST_00230,2010-01-01 08:56:00,0.86,Teaneck,NJ,5411,food,
7476245,CUST_00090,2010-01-01 08:56:00,6.4,Jay,OK,5541,fuel,
7476246,CUST_00182,2010-01-01 08:57:00,39.08,Nashville,TN,7538,purchase,
7476247,CUST_00280,2010-01-01 08:57:00,0.2,Rural Valley,PA,5499,food,
7476248,CUST_00124,2010-01-01 08:57:00,44.61,ONLINE,,4784,travel,
7476249,CUST_00258,2010-01-01 08:57:00,28.07,ONLINE,,4784,travel,
7476252,CUST_00261,2010-01-01 08:58:00,16.17,San Antonio,TX,4121,travel,
7476253,CUST_00272,2010-01-01 08:58:00,16.41,ONLINE,,4121,travel,
7476254,CUST_00227,2010-01-01 08:58:00,1.21,Brooklyn,NY,5411,food,
7476255,CUST_00181,2010-01-01 08:58:00,2.06,Frederick,MD,5942,shopping,
7476257,CUST_00012,2010-01-01 08:58:00,62.82,North Little Rock,AR,5311,shopping,
7476258,CUST_00204,2010-01-01 08:59:00,-66.0,Seattle,WA,5499,food,
7476259,CUST_00029,2010-01-01 08:59:00,4.97,League City,TX,5411,food,
7476260,CUST_00087,2010-01-01 08:59:00,2.56,Reidsville,NC,5814,food,
7476261,CUST_00248,2010-01-01 08:59:00,9.85,Houston,TX,5812,food,
7476262,CUST_00235,2010-01-01 08:59:00,18.06,Naples,FL,5912,utilities,
7476263,CUST_00124,2010-01-01 08:59:00,33.1,ONLINE,,4784,travel,
7476264,CUST_00036,2010-01-01 08:59:00,11.53,Piggott,AR,5411,food,
7476267,CUST_00139,2010-01-01 09:01:00,3.64,Lebanon,OR,5814,food,
7476268,CUST_00180,2010-01-01 09:01:00,13.89,ONLINE,,4784,travel,
7476269,CUST_00113,2010-01-01 09:01:00,4.9,Colorado Springs,CO,5814,food,
7476271,CUST_00278,2010-01-01 09:01:00,2.36,Arcadia,LA,5814,food,
7476273,CUST_00007,2010-01-01 09:02:00,7.99,Newark,DE,5541,fuel,
7476274,CUST_00128,2010-01-01 09:02:00,7.83,Lewistown,PA,5411,food,
7476275,CUST_00032,2010-01-01 09:02:00,15.77,ONLINE,,4121,travel,
7476276,CUST_00035,2010-01-01 09:02:00,54.23,New York,NY,7538,purchase,
7476277,CUST_00242,2010-01-01 09:02:00,72.08,Union,NJ,5310,shopping,
7476278,CUST_00126,2010-01-01 09:02:00,143.69,Dallas,TX,3405,travel,
7476280,CUST_00225,2010-01-01 09:03:00,20.29,Almont,MI,5813,entertainment,
7476283,CUST_00196,2010-01-01 09:03:00,1.15,Olympia,WA,5812,food,
7476284,CUST_00124,2010-01-01 09:04:00,107.12,Canton,MI,5310,shopping,
7476285,CUST_00289,2010-01-01 09:04:00,127.48,Rochester,MN,5411,food,
7476286,CUST_00261,2010-01-01 09:04:00,2.9,Cookeville,TN,5814,food,
7476288,CUST_00225,2010-01-01 09:04:00,4.13,Summerville,SC,5541,fuel,
7476289,CUST_00083,2010-01-01 09:04:00,3.16,Belfair,WA,5411,food,
7476290,CUST_00137,2010-01-01 09:04:00,34.33,ONLINE,,4784,travel,
7476291,CUST_00160,2010-01-01 09:04:00,23.65,ONLINE,,4784,travel,
7476292,CUST_00189,2010-01-01 09:04:00,10.21,Anaheim,CA,5310,shopping,
7476294,CUST_00110,2010-01-01 09:05:00,80.0,Channelview,TX,4829,utilities,
7476295,CUST_00197,2010-01-01 09:05:00,19.14,ONLINE,,4784,travel,
7476296,CUST_00148,2010-01-01 09:06:00,120.0,Oakland,CA,4829,utilities,
7476297,CUST_00075,2010-01-01 09:06:00,27.33,Tampa,FL,5411,food,
7476298,CUST_00182,2010-01-01 09:06:00,2.29,Nashville,TN,5541,fuel,
7476299,CUST_00029,2010-01-01 09:06:00,3.53,La Porte,TX,5411,food,
7476300,CUST_00081,2010-01-01 09:06:00,45.72,Barberton,OH,5211,shopping,
7476301,CUST_00271,2010-01-01 09:06:00,13.46,Jamul,CA,5411,food,
7476302,CUST_00142,2010-01-01 09:06:00,52.94,ONLINE,,4784,travel,
7476303,CUST_00029,2010-01-01 09:06:00,12.86,Huntington Station,NY,5411,food,
7476304,CUST_00071,2010-01-01 09:07:00,23.49,ONLINE,,4784,travel,
7476305,CUST_00299,2010-01-01 09:07:00,-57.0,Hawthorne,CA,5541,fuel,
7476306,CUST_00136,2010-01-01 09:07:00,5.22,Harwich,MA,5411,food,
7476307,CUST_00224,2010-01-01 09:07:00,3.68,Plymouth,MI,5812,food,
7476308,CUST_00299,2010-01-01 09:08:00,19.4,Hawthorne,CA,5541,fuel,
7476309,CUST_00229,2010-01-01 09:08:00,4.64,Alamo,TX,5411,food,
7476310,CUST_00253,2010-01-01 09:08:00,1.01,Henrico,VA,5814,food,
7476312,CUST_00131,2010-01-01 09:09:00,2.31,Waldorf,MD,5812,food,
7476314,CUST_00295,2010-01-01 09:09:00,4.31,Colfax,WI,5812,food,
7476315,CUST_00131,2010-01-01 09:09:00,5.67,Vienna,VA,5541,fuel,
7476316,CUST_00245,2010-01-01 09:09:00,7.62,Tampa,FL,5411,food,
7476317,CUST_00146,2010-01-01 09:09:00,2.68,Pearland,TX,5411,food,
7476318,CUST_00069,2010-01-01 09:10:00,4.76,Hillsboro,OR,5942,shopping,
7476319,CUST_00152,2010-01-01 09:10:00,0.21,Chula Vista,CA,5499,food,
7476321,CUST_00121,2010-01-01 09:10:00,10.18,Vacaville,CA,4121,travel,
7476322,CUST_00039,2010-01-01 09:11:00,8.44,Ocoee,FL,5541,fuel,
7476323,CUST_00288,2010-01-01 09:11:00,41.3,Thackerville,OK,7995,entertainment,
7476326,CUST_00253,2010-01-01 09:12:00,3.81,Kamas,UT,5541,fuel,
7476327,CUST_00032,2010-01-01 09:12:00,1.81,Nicholson,GA,5942,shopping,
7476328,CUST_00265,2010-01-01 09:12:00,2.2,Rochelle,IL,5812,food,
7476329,CUST_00211,2010-01-01 09:12:00,-78.0,Albuquerque,NM,5499,food,
7476330,CUST_00175,2010-01-01 09:13:00,60.0,Skaneateles Falls,NY,4829,utilities,
7476331,CUST_00061,2010-01-01 09:13:00,1.72,Flushing,NY,5411,food,
7476332,CUST_00261,2010-01-01 09:13:00,20.14,ONLINE,,4121,travel,
7476333,CUST_00234,2010-01-01 09:13:00,3.85,Warner Robins,GA,5814,food,
7476334,CUST_00020,2010-01-01 09:14:00,0.88,Alhambra,CA,5814,food,
7476335,CUST_00081,2010-01-01 09:14:00,41.76,Chicago,IL,5541,fuel,
7476336,CUST_00211,2010-01-01 09:14:00,48.27,Albuquerque,NM,5499,food,
7476338,CUST_00143,2010-01-01 09:15:00,56.73,ONLINE,,4784,travel,
7476339,CUST_00210,2010-01-01 09:15:00,6.03,Palm Beach Gardens,FL,5411,food,
7476341,CUST_00112,2010-01-01 09:15:00,31.57,ONLINE,,4121,travel,
7476342,CUST_00179,2010-01-01 09:15:00,6.13,Goodwell,OK,5812,food,
7476343,CUST_00134,2010-01-01 09:16:00,9.29,Newark,NJ,5411,food,
7476344,CUST_00108,2010-01-01 09:16:00,79.76,Lake View,NY,5655,shopping,
7476345,CUST_00044,2010-01-01 09:16:00,7.99,San Mateo,CA,5814,food,
7476346,CUST_00281,2010-01-01 09:16:00,8.64,Freehold,NY,5411,food,
7476348,CUST_00087,2010-01-01 09:16:00,3.04,Cleveland,OH,5411,food,
7476349,CUST_00222,2010-01-01 09:17:00,3.76,Deshler,OH,5812,food,
7476350,CUST_00058,2010-01-01 09:17:00,120.0,San Angelo,TX,4829,utilities,
7476351,CUST_00248,2010-01-01 09:17:00,0.28,Crane,MO,5499,food,
7476352,CUST_00096,2010-01-01 09:18:00,3.21,Walnut Creek,CA,5411,food,
7476353,CUST_00081,2010-01-01 09:18:00,-71.0,Chicago,IL,5541,fuel,
7476354,CUST_00094,2010-01-01 09:18:00,61.89,Rockville Centre,NY,7538,purchase,
7476356,CUST_00278,2010-01-01 09:19:00,8.85,Danville,VA,5411,food,
7476357,CUST_00002,2010-01-01 09:19:00,1.48,Thomson,GA,5499,food,
7476358,CUST_00044,2010-01-01 09:19:00,4.86,Earlington,PA,5411,food,
7476359,CUST_00299,2010-01-01 09:20:00,57.0,Hawthorne,CA,5541,fuel,
7476360,CUST_00224,2010-01-01 09:20:00,10.84,Williston Park,NY,5651,shopping,
7476361,CUST_00165,2010-01-01 09:20:00,3.54,Cochranville,PA,5411,food,
7476362,CUST_00275,2010-01-01 09:20:00,3.25,Mount Pleasant,NC,5411,food,
7476363,CUST_00277,2010-01-01 09:21:00,2.49,Bowling Green,KY,5814,food,
7476366,CUST_00298,2010-01-01 09:21:00,2.23,Oceanside,CA,5411,food,
7476367,CUST_00243,2010-01-01 09:21:00,2.55,Pacoima,CA,5814,food,
7476368,CUST_00260,2010-01-01 09:21:00,45.84,York,PA,5310,shopping,
7476369,CUST_00180,2010-01-01 09:22:00,3.24,San Benito,TX,5655,shopping,
7476370,CUST_00237,2010-01-01 09:22:00,2.02,Cedar Rapids,IA,5411,food,
7476371,CUST_00211,2010-01-01 09:22:00,78.0,Albuquerque,NM,5499,food,
7476372,CUST_00167,2010-01-01 09:22:00,47.94,ONLINE,,4784,travel,
7476373,CUST_00222,2010-01-01 09:23:00,8.71,Crenshaw,MS,5411,food,
7476374,CUST_00135,2010-01-01 09:23:00,6.25,North Chili,NY,5411,food,
7476375,CUST_00050,2010-01-01 09:24:00,80.0,Shreveport,LA,4829,utilities,
7476376,CUST_00047,2010-01-01 09:24:00,6.43,Mastic Beach,NY,5812,food,
7476377,CUST_00043,2010-01-01 09:24:00,1.57,Bronx,NY,5499,food,
7476378,CUST_00086,2010-01-01 09:25:00,1.49,Huntington,WV,5411,food,
7476379,CUST_00103,2010-01-01 09:25:00,8.62,Independence,OH,5812,food,
7476382,CUST_00176,2010-01-01 09:26:00,150.45,Pascoag,RI,5300,shopping,
7476384,CUST_00174,2010-01-01 09:26:00,10.95,Valley Stream,NY,5814,food,
7476385,CUST_00095,2010-01-01 09:26:00,27.72,Wauconda,IL,4121,travel,
7476386,CUST_00221,2010-01-01 09:27:00,27.69,Bastrop,TX,5912,utilities,
7476388,CUST_00047,2010-01-01 09:27:00,3.68,Geneva,IN,5411,food,
7476389,CUST_00074,2010-01-01 09:27:00,11.88,Philadelphia,PA,5812,food,
7476391,CUST_00081,2010-01-01 09:27:00,71.0,Chicago,IL,5541,fuel,
7476393,CUST_00035,2010-01-01 09:27:00,103.96,New York,NY,5300,shopping,
7476395,CUST_00137,2010-01-01 09:27:00,1.46,Sunnyvale,CA,5814,food,
7476396,CUST_00035,2010-01-01 09:28:00,6.01,Worcester,MA,5541,fuel,
7476397,CUST_00163,2010-01-01 09:28:00,125.85,ONLINE,,4899,utilities,
7476398,CUST_00007,2010-01-01 09:29:00,5.63,New Orleans,LA,5541,fuel,
7476399,CUST_00084,2010-01-01 09:29:00,5.97,Omaha,NE,5411,food,
7476401,CUST_00052,2010-01-01 09:30:00,12.17,Barron,WI,5812,food,
7476402,CUST_00213,2010-01-01 09:30:00,4.19,Huntsville,TX,5942,shopping,
7476403,CUST_00285,2010-01-01 09:30:00,8.17,Falmouth,MA,5411,food,
7476405,CUST_00287,2010-01-01 09:31:00,27.78,Silver City,NM,5541,fuel,
7476406,CUST_00017,2010-01-01 09:31:00,57.29,ONLINE,,4814,utilities,
7476407,CUST_00132,2010-01-01 09:31:00,4.84,Crown Point,IN,5812,food,
7476408,CUST_00059,2010-01-01 09:31:00,1.54,Federal Way,WA,5499,food,
7476410,CUST_00282,2010-01-01 09:31:00,144.34,Bradenton,FL,4814,utilities,
7476412,CUST_00053,2010-01-01 09:33:00,12.11,Miami,FL,5499,food,
7476413,CUST_00250,2010-01-01 09:33:00,19.53,ONLINE,,4784,travel,
7476415,CUST_00237,2010-01-01 09:34:00,2.5,Cedar Rapids,IA,5411,food,
7476417,CUST_00136,2010-01-01 09:34:00,5.23,Harwich,MA,5411,food,
7476418,CUST_00020,2010-01-01 09:34:00,0.75,Alhambra,CA,5411,food,
7476419,CUST_00035,2010-01-01 09:34:00,100.79,New York,NY,7538,purchase,
7476420,CUST_00293,2010-01-01 09:34:00,21.14,Kailua,HI,5499,food,
7476421,CUST_00017,2010-01-01 09:35:00,13.02,Saint Louis,MO,5411,food,
7476422,CUST_00129,2010-01-01 09:35:00,-96.0,Fayetteville,NC,5541,fuel,
7476423,CUST_00087,2010-01-01 09:35:00,13.86,Yonkers,NY,5812,food,
7476424,CUST_00178,2010-01-01 09:35:00,2.4,Clinton,OH,5411,food,
7476425,CUST_00155,2010-01-01 09:35:00,32.28,ONLINE,,4784,travel,
7476427,CUST_00205,2010-01-01 09:35:00,0.61,Dyer,IN,5499,food,
7476429,CUST_00164,2010-01-01 09:36:00,3.08,Watsonville,CA,5411,food,
7476430,CUST_00241,2010-01-01 09:36:00,100.0,Charlotte,NC,4829,utilities,
7476432,CUST_00119,2010-01-01 09:36:00,4.16,Smith Center,KS,5541,fuel,
7476433,CUST_00293,2010-01-01 09:36:00,99.0,Kailua,HI,5499,food,
7476434,CUST_00250,2010-01-01 09:37:00,186.26,Thackerville,OK,7995,entertainment,
7476435,CUST_00249,2010-01-01 09:37:00,2.82,Melbourne,FL,5814,food,
7476436,CUST_00129,2010-01-01 09:37:00,96.0,Fayetteville,NC,5541,fuel,
7476437,CUST_00096,2010-01-01 09:37:00,-230.0,Glade Spring,VA,7011,travel,
7476438,CUST_00098,2010-01-01 09:37:00,40.66,Nashport,OH,5541,fuel,
7476439,CUST_00096,2010-01-01 09:38:00,55.36,Glade Spring,VA,7011,travel,
7476440,CUST_00249,2010-01-01 09:38:00,10.38,Sarasota,FL,5541,fuel,
7476441,CUST_00296,2010-01-01 09:39:00,24.42,Tyler,TX,5621,shopping,
7476442,CUST_00250,2010-01-01 09:39:00,21.64,Chattanooga,TN,5310,shopping,
7476443,CUST_00168,2010-01-01 09:39:00,17.24,Milpitas,CA,5813,entertainment,
7476444,CUST_00291,2010-01-01 09:39:00,0.31,Chicago,IL,5942,shopping,
7476445,CUST_00108,2010-01-01 09:40:00,2.02,Lancaster,NY,5411,food,
7476448,CUST_00096,2010-01-01 09:40:00,105.26,Parsippany,NJ,5912,utilities,
7476449,CUST_00277,2010-01-01 09:40:00,4.84,Bowling Green,KY,5411,food,
7476450,CUST_00152,2010-01-01 09:41:00,67.49,Garland,TX,4111,travel,
7476451,CUST_00221,2010-01-01 09:41:00,3.95,Banning,CA,5499,food,
7476452,CUST_00115,2010-01-01 09:41:00,4.2,Hurst,TX,5411,food,
7476453,CUST_00119,2010-01-01 09:41:00,78.37,Smith Center,KS,5541,fuel,
7476455,CUST_00253,2010-01-01 09:41:00,62.42,Henrico,VA,5541,fuel,
7476454,CUST_00253,2010-01-01 09:41:00,-64.0,Henrico,VA,5541,fuel,
7476456,CUST_00263,2010-01-01 09:41:00,4.07,Paducah,KY,5942,shopping,
7476457,CUST_00254,2010-01-01 09:41:00,8.82,Rancho Cucamonga,CA,5411,food,
7476458,CUST_00057,2010-01-01 09:41:00,20.08,Indianapolis,IN,4121,travel,
7476459,CUST_00238,2010-01-01 09:42:00,8.48,Huntington,WV,5411,food,
7476460,CUST_00112,2010-01-01 09:42:00,13.6,Manning,SC,5541,fuel,
7476461,CUST_00132,2010-01-01 09:42:00,40.0,Silver Spring,MD,4829,utilities,
7476462,CUST_00138,2010-01-01 09:42:00,2.32,Vallejo,CA,5942,shopping,
7476464,CUST_00279,2010-01-01 09:43:00,5.25,North Hollywood,CA,5541,fuel,
7476465,CUST_00256,2010-01-01 09:43:00,3.42,Pensacola,FL,5411,food,
7476466,CUST_00098,2010-01-01 09:43:00,81.0,Nashport,OH,5541,fuel,
7476467,CUST_00217,2010-01-01 09:43:00,2.55,Westminster,CA,5499,food,
7476468,CUST_00161,2010-01-01 09:43:00,7.11,Monroe,NY,5411,food,
7476469,CUST_00014,2010-01-01 09:44:00,81.8,Mesa,AZ,5912,utilities,
7476470,CUST_00219,2010-01-01 09:44:00,13.19,Derby,KS,4121,travel,
7476471,CUST_00151,2010-01-01 09:44:00,41.75,ONLINE,,4784,travel,
7476472,CUST_00135,2010-01-01 09:44:00,3.92,Annandale,VA,5814,food,
7476473,CUST_00221,2010-01-01 09:45:00,92.84,Cedar Park,TX,5311,shopping,
7476474,CUST_00061,2010-01-01 09:45:00,2.81,Flushing,NY,5812,food,
7476475,CUST_00035,2010-01-01 09:45:00,50.1,Worcester,MA,7538,purchase,
7476476,CUST_00002,2010-01-01 09:45:00,77.0,Shingle Springs,CA,5499,food,
7476477,CUST_00272,2010-01-01 09:46:00,11.83,Sanford,FL,5942,shopping,
7476479,CUST_00139,2010-01-01 09:47:00,12.03,Houston,TX,5411,food,
7476480,CUST_00288,2010-01-01 09:47:00,30.31,Thackerville,OK,7995,entertainment,
7476481,CUST_00240,2010-01-01 09:47:00,2.72,Everett,PA,5411,food,
7476482,CUST_00142,2010-01-01 09:48:00,42.95,ONLINE,,4784,travel,
7476483,CUST_00098,2010-01-01 09:48:00,-81.0,Nashport,OH,5541,fuel,
7476484,CUST_00148,2010-01-01 09:49:00,80.0,Newton Grove,NC,4829,utilities,
7476485,CUST_00055,2010-01-01 09:49:00,36.78,Beaverdam,VA,4121,travel,
7476486,CUST_00267,2010-01-01 09:49:00,66.47,Springwater,NY,5311,shopping,
7476487,CUST_00202,2010-01-01 09:50:00,20.04,Little Rock,AR,7538,purchase,
7476488,CUST_00206,2010-01-01 09:50:00,69.72,ONLINE,,4900,utilities,
7476489,CUST_00163,2010-01-01 09:50:00,9.07,Millington,TN,5912,utilities,
7476490,CUST_00253,2010-01-01 09:50:00,64.0,Henrico,VA,5541,fuel,
7476491,CUST_00072,2010-01-01 09:51:00,1.79,Elyria,OH,5812,food,
7476493,CUST_00061,2010-01-01 09:52:00,183.35,Memphis,TN,4814,utilities,
7476494,CUST_00069,2010-01-01 09:52:00,2.18,Grampian,PA,5812,food,
7476495,CUST_00119,2010-01-01 09:52:00,-80.0,Smith Center,KS,5541,fuel,
7476496,CUST_00002,2010-01-01 09:52:00,61.69,Shingle Springs,CA,5499,food,
7476498,CUST_00217,2010-01-01 09:53:00,3.13,Philadelphia,PA,5814,food,
7476499,CUST_00075,2010-01-01 09:54:00,9.44,Franklin,TN,5411,food,
7476500,CUST_00085,2010-01-01 09:54:00,2.05,Gresham,OR,5499,food,
7476501,CUST_00107,2010-01-01 09:54:00,6.82,Stanford,KY,5541,fuel,
7476502,CUST_00221,2010-01-01 09:55:00,9.6,Elgin,TX,5411,food,
7476503,CUST_00211,2010-01-01 09:55:00,96.46,Lake Charles,LA,5411,food,
7476506,CUST_00119,2010-01-01 09:55:00,80.0,Smith Center,KS,5541,fuel,
7476507,CUST_00193,2010-01-01 09:56:00,2.77,Manteca,CA,5411,food,
7476508,CUST_00047,2010-01-01 09:56:00,2.49,Grabill,IN,5812,food,
7476509,CUST_00074,2010-01-01 09:56:00,9.92,Miami,FL,5411,food,
7476510,CUST_00084,2010-01-01 09:56:00,43.45,Omaha,NE,7996,entertainment,
7476511,CUST_00172,2010-01-01 09:56:00,11.83,San Jose,CA,5541,fuel,
7476512,CUST_00285,2010-01-01 09:56:00,4.02,Seattle,WA,5411,food,
7476514,CUST_00288,2010-01-01 09:57:00,8.49,Chicago,IL,5814,food,
7476515,CUST_00125,2010-01-01 09:57:00,147.96,ONLINE,,4899,utilities,
7476516,CUST_00047,2010-01-01 09:58:00,1.31,Grabill,IN,5812,food,Bad PIN
7476517,CUST_00129,2010-01-01 09:58:00,17.08,Fayetteville,NC,5541,fuel,
7476518,CUST_00293,2010-01-01 09:58:00,-99.0,Kailua,HI,5499,food,
7476519,CUST_00151,2010-01-01 09:59:00,1.09,Dover,OH,5411,food,
7476521,CUST_00085,2010-01-01 09:59:00,89.61,New Kensington,PA,5300,shopping,
7476522,CUST_00015,2010-01-01 09:59:00,4.11,Riverside,IA,5812,food,
7476523,CUST_00003,2010-01-01 09:59:00,23.59,ONLINE,,4121,travel,
7476524,CUST_00200,2010-01-01 09:59:00,0.98,Eastman,GA,5499,food,
7476525,CUST_00033,2010-01-01 09:59:00,2.81,Gloucester,VA,5411,food,
7476526,CUST_00002,2010-01-01 09:59:00,-77.0,Shingle Springs,CA,5499,food,
7476527,CUST_00113,2010-01-01 10:00:00,14.85,Richmond,VA,5499,food,
7476528,CUST_00132,2010-01-01 10:00:00,12.19,Crown Point,IN,5411,food,
7476529,CUST_00194,2010-01-01 10:00:00,2.38,Newington,CT,5411,food,
7476530,CUST_00261,2010-01-01 10:00:00,75.08,ONLINE,,4784,travel,
7476532,CUST_00037,2010-01-01 10:01:00,58.26,ONLINE,,4784,travel,
7476535,CUST_00278,2010-01-01 10:02:00,-88.0,Bradenton,FL,5541,fuel,
7476536,CUST_00043,2010-01-01 10:02:00,80.0,Pueblo,CO,4829,utilities,
7476537,CUST_00158,2010-01-01 10:02:00,8.68,East Peoria,IL,5814,food,
7476538,CUST_00037,2010-01-01 10:02:00,17.63,Walnut Creek,CA,5411,food,
7476539,CUST_00235,2010-01-01 10:02:00,11.31,Brooklyn,NY,5814,food,
7476542,CUST_00269,2010-01-01 10:02:00,84.0,Aurora,CO,5541,fuel,
7476543,CUST_00031,2010-01-01 10:02:00,75.63,Berkeley Heights,NJ,5541,fuel,
7476545,CUST_00028,2010-01-01 10:02:00,204.59,Minneapolis,MN,5541,fuel,
7476546,CUST_00197,2010-01-01 10:02:00,22.42,ONLINE,,4784,travel,
7476547,CUST_00093,2010-01-01 10:02:00,7.64,Albuquerque,NM,5411,food,
7476548,CUST_00146,2010-01-01 10:02:00,140.0,Texas City,TX,4829,utilities,
7476549,CUST_00251,2010-01-01 10:03:00,8.16,Vatican City,Vatican City,5812,food,
7476551,CUST_00291,2010-01-01 10:03:00,2.94,Nanticoke,PA,5499,food,
7476554,CUST_00211,2010-01-01 10:03:00,-80.0,Albuquerque,NM,5499,food,
7476555,CUST_00258,2010-01-01 10:03:00,2.28,Livingston,MT,5499,food,
7476557,CUST_00090,2010-01-01 10:04:00,7.48,Las Vegas,NV,5812,food,
7476558,CUST_00285,2010-01-01 10:04:00,-197.0,Taunton,MA,3359,travel,
7476559,CUST_00031,2010-01-01 10:04:00,61.0,Berkeley Heights,NJ,5541,fuel,
7476560,CUST_00046,2010-01-01 10:04:00,147.76,Lincoln Park,MI,3771,travel,
7476563,CUST_00217,2010-01-01 10:05:00,-83.0,Westminster,CA,5499,food,
